country_region_code,country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,workplaces_percent_change_from_baseline
US,United States,Georgia,3/19/2020,-21,-31
US,United States,Georgia,3/20/2020,-24,-32
US,United States,Georgia,3/21/2020,-31,-18
US,United States,Georgia,3/22/2020,-39,-29
US,United States,Georgia,3/23/2020,-35,-38
US,United States,Georgia,3/24/2020,-35,-41
US,United States,Georgia,3/25/2020,-33,-42
US,United States,Georgia,3/26/2020,-34,-43
US,United States,Georgia,3/27/2020,-35,-42
US,United States,Georgia,3/28/2020,-39,-28
US,United States,Georgia,3/29/2020,-42,-37
US,United States,Georgia,3/30/2020,-34,-44
US,United States,Georgia,3/31/2020,-37,-47
US,United States,Georgia,4/1/2020,-30,-47
US,United States,Georgia,4/2/2020,-29,-47
US,United States,Georgia,4/3/2020,-37,-48
US,United States,Georgia,4/4/2020,-50,-36
US,United States,Georgia,4/5/2020,-50,-42
US,United States,Georgia,4/6/2020,-40,-50
US,United States,Georgia,4/7/2020,-40,-51
US,United States,Georgia,4/8/2020,-39,-52
US,United States,Georgia,4/9/2020,-37,-51
US,United States,Georgia,4/10/2020,-37,-54
US,United States,Georgia,4/11/2020,-40,-36
US,United States,Georgia,4/12/2020,-63,-49
US,United States,Georgia,4/13/2020,-38,-48
US,United States,Georgia,4/14/2020,-34,-47
US,United States,Georgia,4/15/2020,-27,-48
US,United States,Georgia,4/16/2020,-30,-47
US,United States,Georgia,4/17/2020,-33,-46
US,United States,Georgia,4/18/2020,-36,-31
US,United States,Georgia,4/19/2020,-50,-42
US,United States,Georgia,4/20/2020,-31,-46
US,United States,Georgia,4/21/2020,-30,-46
US,United States,Georgia,4/22/2020,-30,-47
US,United States,Georgia,4/23/2020,-40,-49
US,United States,Georgia,4/24/2020,-31,-45
US,United States,Georgia,4/25/2020,-32,-28
US,United States,Georgia,4/26/2020,-34,-36
US,United States,Georgia,4/27/2020,-25,-43
US,United States,Georgia,4/28/2020,-24,-45
US,United States,Georgia,4/29/2020,-27,-45
US,United States,Georgia,4/30/2020,-23,-45
US,United States,Georgia,5/1/2020,-21,-43
US,United States,Georgia,5/2/2020,-23,-25
US,United States,Georgia,5/3/2020,-26,-30
US,United States,Georgia,5/4/2020,-18,-41
US,United States,Georgia,5/5/2020,-16,-42
US,United States,Georgia,5/6/2020,-18,-42
US,United States,Georgia,5/7/2020,-18,-42
US,United States,Georgia,5/8/2020,-23,-41
US,United States,Georgia,5/9/2020,-17,-21
US,United States,Georgia,5/10/2020,-20,-27
US,United States,Georgia,5/11/2020,-19,-39
US,United States,Georgia,5/12/2020,-17,-39
US,United States,Georgia,5/13/2020,-16,-40
US,United States,Georgia,5/14/2020,-17,-40
US,United States,Georgia,5/15/2020,-19,-39
US,United States,Georgia,5/16/2020,-20,-19
US,United States,Georgia,5/17/2020,-21,-25
US,United States,Georgia,5/18/2020,-18,-38
US,United States,Georgia,5/19/2020,-13,-38
US,United States,Georgia,5/20/2020,-15,-39
US,United States,Georgia,5/21/2020,-13,-38
US,United States,Georgia,5/22/2020,-16,-38
US,United States,Georgia,5/23/2020,-18,-18
US,United States,Georgia,5/24/2020,-19,-26
US,United States,Georgia,5/25/2020,-23,-70
US,United States,Hawaii,2/15/2020,2,-1
US,United States,Hawaii,2/16/2020,4,-1
US,United States,Hawaii,2/17/2020,5,-47
US,United States,Hawaii,2/18/2020,0,-1
US,United States,Hawaii,2/19/2020,-1,0
US,United States,Hawaii,2/20/2020,2,0
US,United States,Hawaii,2/21/2020,1,2
US,United States,Hawaii,2/22/2020,3,1
US,United States,Hawaii,2/23/2020,2,1
US,United States,Hawaii,2/24/2020,1,2
US,United States,Hawaii,2/25/2020,1,0
US,United States,Hawaii,2/26/2020,2,1
US,United States,Hawaii,2/27/2020,3,0
US,United States,Hawaii,2/28/2020,2,2
US,United States,Hawaii,2/29/2020,1,1
US,United States,Hawaii,3/1/2020,2,1
US,United States,Hawaii,3/2/2020,0,2
US,United States,Hawaii,3/3/2020,1,1
US,United States,Hawaii,3/4/2020,-1,1
US,United States,Hawaii,3/5/2020,1,1
US,United States,Hawaii,3/6/2020,-1,2
US,United States,Hawaii,3/7/2020,0,1
US,United States,Hawaii,3/8/2020,0,1
US,United States,Hawaii,3/9/2020,-2,1
US,United States,Hawaii,3/10/2020,-2,0
US,United States,Hawaii,3/11/2020,-2,0
US,United States,Hawaii,3/12/2020,-2,-1
US,United States,Hawaii,3/13/2020,-4,-1
US,United States,Hawaii,3/14/2020,-6,-4
US,United States,Hawaii,3/15/2020,-8,-5
US,United States,Hawaii,3/16/2020,-10,-17
US,United States,Hawaii,3/17/2020,-18,-23
US,United States,Hawaii,3/18/2020,-20,-25
US,United States,Hawaii,3/19/2020,-23,-28
US,United States,Hawaii,3/20/2020,-31,-31
US,United States,Hawaii,3/21/2020,-40,-27
US,United States,Hawaii,3/22/2020,-42,-30
US,United States,Hawaii,3/23/2020,-38,-35
US,United States,Hawaii,3/24/2020,-45,-42
US,United States,Hawaii,3/25/2020,-50,-46
US,United States,Hawaii,3/26/2020,-51,-53
US,United States,Hawaii,3/27/2020,-52,-46
US,United States,Hawaii,3/28/2020,-56,-43
US,United States,Hawaii,3/29/2020,-56,-45
US,United States,Hawaii,3/30/2020,-49,-47
US,United States,Hawaii,3/31/2020,-48,-49
US,United States,Hawaii,4/1/2020,-48,-49
US,United States,Hawaii,4/2/2020,-50,-49
US,United States,Hawaii,4/3/2020,-49,-47
US,United States,Hawaii,4/4/2020,-55,-45
US,United States,Hawaii,4/5/2020,-55,-46
US,United States,Hawaii,4/6/2020,-51,-49
US,United States,Hawaii,4/7/2020,-50,-51
US,United States,Hawaii,4/8/2020,-52,-51
US,United States,Hawaii,4/9/2020,-50,-51
US,United States,Hawaii,4/10/2020,-52,-57
US,United States,Hawaii,4/11/2020,-55,-47
US,United States,Hawaii,4/12/2020,-67,-52
US,United States,Hawaii,4/13/2020,-55,-50
US,United States,Hawaii,4/14/2020,-54,-50
US,United States,Hawaii,4/15/2020,-51,-49
US,United States,Hawaii,4/16/2020,-51,-49
US,United States,Hawaii,4/17/2020,-52,-47
US,United States,Hawaii,4/18/2020,-55,-44
US,United States,Hawaii,4/19/2020,-56,-46
US,United States,Hawaii,4/20/2020,-51,-47
US,United States,Hawaii,4/21/2020,-52,-49
US,United States,Hawaii,4/22/2020,-51,-48
US,United States,Hawaii,4/23/2020,-52,-48
US,United States,Hawaii,4/24/2020,-51,-47
US,United States,Hawaii,4/25/2020,-51,-44
US,United States,Hawaii,4/26/2020,-53,-44
US,United States,Hawaii,4/27/2020,-49,-46
US,United States,Hawaii,4/28/2020,-48,-48
US,United States,Hawaii,4/29/2020,-49,-47
US,United States,Hawaii,4/30/2020,-48,-46
US,United States,Hawaii,5/1/2020,-47,-44
US,United States,Hawaii,5/2/2020,-50,-41
US,United States,Hawaii,5/3/2020,-50,-42
US,United States,Hawaii,5/4/2020,-46,-43
US,United States,Hawaii,5/5/2020,-43,-44
US,United States,Hawaii,5/6/2020,-47,-44
US,United States,Hawaii,5/7/2020,-47,-43
US,United States,Hawaii,5/8/2020,-46,-42
US,United States,Hawaii,5/9/2020,-46,-38
US,United States,Hawaii,5/10/2020,-44,-39
US,United States,Hawaii,5/11/2020,-48,-41
US,United States,Hawaii,5/12/2020,-46,-42
US,United States,Hawaii,5/13/2020,-45,-42
US,United States,Hawaii,5/14/2020,-46,-42
US,United States,Hawaii,5/15/2020,-44,-40
US,United States,Hawaii,5/16/2020,-46,-36
US,United States,Hawaii,5/17/2020,-46,-37
US,United States,Hawaii,5/18/2020,-44,-39
US,United States,Hawaii,5/19/2020,-42,-40
US,United States,Hawaii,5/20/2020,-41,-40
US,United States,Hawaii,5/21/2020,-42,-41
US,United States,Hawaii,5/22/2020,-40,-40
US,United States,Hawaii,5/23/2020,-43,-33
US,United States,Hawaii,5/24/2020,-41,-35
US,United States,Hawaii,5/25/2020,-42,-72
US,United States,Idaho,2/15/2020,3,-1
US,United States,Idaho,2/16/2020,11,-1
US,United States,Idaho,2/17/2020,10,-25
US,United States,Idaho,2/18/2020,1,1
US,United States,Idaho,2/19/2020,2,2
US,United States,Idaho,2/20/2020,5,2
US,United States,Idaho,2/21/2020,4,3
US,United States,Idaho,2/22/2020,6,2
US,United States,Idaho,2/23/2020,12,2
US,United States,Idaho,2/24/2020,5,9
US,United States,Idaho,2/25/2020,6,2
US,United States,Idaho,2/26/2020,9,3
US,United States,Idaho,2/27/2020,10,3
US,United States,Idaho,2/28/2020,10,1
US,United States,Idaho,2/29/2020,10,3
US,United States,Idaho,3/1/2020,21,4
US,United States,Idaho,3/2/2020,9,9
US,United States,Idaho,3/3/2020,11,3
US,United States,Idaho,3/4/2020,9,4
US,United States,Idaho,3/5/2020,10,2
US,United States,Idaho,3/6/2020,7,2
US,United States,Idaho,3/7/2020,8,2
US,United States,Idaho,3/8/2020,17,3
US,United States,Idaho,3/9/2020,6,9
US,United States,Idaho,3/10/2020,9,2
US,United States,Idaho,3/11/2020,8,3
US,United States,Idaho,3/12/2020,9,1
US,United States,Idaho,3/13/2020,6,0
US,United States,Idaho,3/14/2020,-6,-1
US,United States,Idaho,3/15/2020,2,-8
US,United States,Idaho,3/16/2020,2,-4
US,United States,Idaho,3/17/2020,-7,-19
US,United States,Idaho,3/18/2020,-12,-23
US,United States,Idaho,3/19/2020,-15,-27
US,United States,Idaho,3/20/2020,-21,-28
US,United States,Idaho,3/21/2020,-29,-18
US,United States,Idaho,3/22/2020,-22,-27
US,United States,Idaho,3/23/2020,-24,-30
US,United States,Idaho,3/24/2020,-26,-36
US,United States,Idaho,3/25/2020,-27,-38
US,United States,Idaho,3/26/2020,-40,-44
US,United States,Idaho,3/27/2020,-43,-43
US,United States,Idaho,3/28/2020,-47,-31
US,United States,Idaho,3/29/2020,-42,-38
US,United States,Idaho,3/30/2020,-38,-40
US,United States,Idaho,3/31/2020,-38,-45
US,United States,Idaho,4/1/2020,-35,-45
US,United States,Idaho,4/2/2020,-38,-46
US,United States,Idaho,4/3/2020,-39,-45
US,United States,Idaho,4/4/2020,-46,-34
US,United States,Idaho,4/5/2020,-40,-39
US,United States,Idaho,4/6/2020,-34,-41
US,United States,Idaho,4/7/2020,-33,-46
US,United States,Idaho,4/8/2020,-32,-46
US,United States,Idaho,4/9/2020,-32,-46
US,United States,Idaho,4/10/2020,-35,-46
US,United States,Idaho,4/11/2020,-40,-34
US,United States,Idaho,4/12/2020,-51,-42
US,United States,Idaho,4/13/2020,-33,-39
US,United States,Idaho,4/14/2020,-32,-43
US,United States,Idaho,4/15/2020,-25,-43
US,United States,Idaho,4/16/2020,-26,-43
US,United States,Idaho,4/17/2020,-30,-42
US,United States,Idaho,4/18/2020,-33,-29
US,United States,Idaho,4/19/2020,-21,-34
US,United States,Idaho,4/20/2020,-21,-37
US,United States,Idaho,4/21/2020,-23,-42
US,United States,Idaho,4/22/2020,-25,-41
US,United States,Idaho,4/23/2020,-29,-42
US,United States,Idaho,4/24/2020,-30,-41
US,United States,Idaho,4/25/2020,-31,-27
US,United States,Idaho,4/26/2020,-18,-33
US,United States,Idaho,4/27/2020,-21,-36
US,United States,Idaho,4/28/2020,-19,-41
US,United States,Idaho,4/29/2020,-20,-41
US,United States,Idaho,4/30/2020,-22,-41
US,United States,Idaho,5/1/2020,-18,-38
US,United States,Idaho,5/2/2020,-23,-23
US,United States,Idaho,5/3/2020,-11,-29
US,United States,Idaho,5/4/2020,-10,-31
US,United States,Idaho,5/5/2020,-10,-36
US,United States,Idaho,5/6/2020,-17,-36
US,United States,Idaho,5/7/2020,-14,-36
US,United States,Idaho,5/8/2020,-17,-35
US,United States,Idaho,5/9/2020,-17,-21
US,United States,Idaho,5/10/2020,-4,-24
US,United States,Idaho,5/11/2020,-13,-30
US,United States,Idaho,5/12/2020,-15,-35
US,United States,Idaho,5/13/2020,-14,-34
US,United States,Idaho,5/14/2020,-16,-36
US,United States,Idaho,5/15/2020,-18,-34
US,United States,Idaho,5/16/2020,-16,-16
US,United States,Idaho,5/17/2020,-2,-20
US,United States,Idaho,5/18/2020,-3,-27
US,United States,Idaho,5/19/2020,-4,-32
US,United States,Idaho,5/20/2020,-4,-32
US,United States,Idaho,5/21/2020,-2,-33
US,United States,Idaho,5/22/2020,-7,-33
US,United States,Idaho,5/23/2020,-13,-16
US,United States,Idaho,5/24/2020,6,-21
US,United States,Idaho,5/25/2020,-2,-69
US,United States,Illinois,2/15/2020,4,3
US,United States,Illinois,2/16/2020,8,2
US,United States,Illinois,2/17/2020,2,-23
US,United States,Illinois,2/18/2020,1,1
US,United States,Illinois,2/19/2020,1,1
US,United States,Illinois,2/20/2020,0,2
US,United States,Illinois,2/21/2020,2,2
US,United States,Illinois,2/22/2020,11,7
US,United States,Illinois,2/23/2020,11,4
US,United States,Illinois,2/24/2020,1,2
US,United States,Illinois,2/25/2020,-1,1
US,United States,Illinois,2/26/2020,0,-1
US,United States,Illinois,2/27/2020,6,2
US,United States,Illinois,2/28/2020,6,0
US,United States,Illinois,2/29/2020,14,6
US,United States,Illinois,3/1/2020,17,4
US,United States,Illinois,3/2/2020,8,-1
US,United States,Illinois,3/3/2020,10,2
US,United States,Illinois,3/4/2020,9,2
US,United States,Illinois,3/5/2020,7,3
US,United States,Illinois,3/6/2020,6,2
US,United States,Illinois,3/7/2020,14,7
US,United States,Illinois,3/8/2020,15,3
US,United States,Illinois,3/9/2020,-1,0
US,United States,Illinois,3/10/2020,7,0
US,United States,Illinois,3/11/2020,6,-1
US,United States,Illinois,3/12/2020,7,-1
US,United States,Illinois,3/13/2020,5,-4
US,United States,Illinois,3/14/2020,-7,0
US,United States,Illinois,3/15/2020,-8,-5
US,United States,Illinois,3/16/2020,-10,-19
US,United States,Illinois,3/17/2020,-23,-31
US,United States,Illinois,3/18/2020,-34,-35
US,United States,Illinois,3/19/2020,-34,-37
US,United States,Illinois,3/20/2020,-33,-38
US,United States,Illinois,3/21/2020,-46,-25
US,United States,Illinois,3/22/2020,-63,-38
US,United States,Illinois,3/23/2020,-50,-50
US,United States,Illinois,3/24/2020,-47,-50
US,United States,Illinois,3/25/2020,-43,-50
US,United States,Illinois,3/26/2020,-47,-50
US,United States,Illinois,3/27/2020,-48,-50
US,United States,Illinois,3/28/2020,-53,-35
US,United States,Illinois,3/29/2020,-53,-39
US,United States,Illinois,3/30/2020,-43,-50
US,United States,Illinois,3/31/2020,-44,-52
US,United States,Illinois,4/1/2020,-41,-52
US,United States,Illinois,4/2/2020,-42,-52
US,United States,Illinois,4/3/2020,-43,-51
US,United States,Illinois,4/4/2020,-51,-36
US,United States,Illinois,4/5/2020,-50,-39
US,United States,Illinois,4/6/2020,-44,-52
US,United States,Illinois,4/7/2020,-41,-53
US,United States,Illinois,4/8/2020,-44,-53
US,United States,Illinois,4/9/2020,-44,-53
US,United States,Illinois,4/10/2020,-44,-58
US,United States,Illinois,4/11/2020,-46,-38
US,United States,Illinois,4/12/2020,-64,-45
US,United States,Illinois,4/13/2020,-46,-52
US,United States,Illinois,4/14/2020,-45,-52
US,United States,Illinois,4/15/2020,-41,-52
US,United States,Illinois,4/16/2020,-40,-51
US,United States,Illinois,4/17/2020,-47,-51
US,United States,Illinois,4/18/2020,-42,-32
US,United States,Illinois,4/19/2020,-43,-36
US,United States,Illinois,4/20/2020,-37,-50
US,United States,Illinois,4/21/2020,-38,-51
US,United States,Illinois,4/22/2020,-40,-51
US,United States,Illinois,4/23/2020,-41,-50
US,United States,Illinois,4/24/2020,-42,-50
US,United States,Illinois,4/25/2020,-48,-34
US,United States,Illinois,4/26/2020,-39,-35
US,United States,Illinois,4/27/2020,-37,-49
US,United States,Illinois,4/28/2020,-36,-50
US,United States,Illinois,4/29/2020,-41,-51
US,United States,Illinois,4/30/2020,-35,-50
US,United States,Illinois,5/1/2020,-34,-48
US,United States,Illinois,5/2/2020,-35,-28
US,United States,Illinois,5/3/2020,-35,-31
US,United States,Illinois,5/4/2020,-33,-48
US,United States,Illinois,5/5/2020,-34,-49
US,United States,Illinois,5/6/2020,-32,-48
US,United States,Illinois,5/7/2020,-32,-48
US,United States,Illinois,5/8/2020,-36,-47
US,United States,Illinois,5/9/2020,-32,-26
US,United States,Illinois,5/10/2020,-38,-31
US,United States,Illinois,5/11/2020,-36,-47
US,United States,Illinois,5/12/2020,-32,-47
US,United States,Illinois,5/13/2020,-31,-47
US,United States,Illinois,5/14/2020,-37,-48
US,United States,Illinois,5/15/2020,-34,-46
US,United States,Illinois,5/16/2020,-35,-25
US,United States,Illinois,5/17/2020,-46,-31
US,United States,Illinois,5/18/2020,-31,-46
US,United States,Illinois,5/19/2020,-33,-46
US,United States,Illinois,5/20/2020,-28,-45
US,United States,Illinois,5/21/2020,-29,-45
US,United States,Illinois,5/22/2020,-30,-45
US,United States,Illinois,5/23/2020,-34,-23
US,United States,Illinois,5/24/2020,-30,-26
US,United States,Illinois,5/25/2020,-33,-76
US,United States,Indiana,2/15/2020,9,0
US,United States,Indiana,2/16/2020,8,1
US,United States,Indiana,2/17/2020,5,-13
US,United States,Indiana,2/18/2020,1,2
US,United States,Indiana,2/19/2020,4,2
US,United States,Indiana,2/20/2020,3,1
US,United States,Indiana,2/21/2020,4,2
US,United States,Indiana,2/22/2020,13,4
US,United States,Indiana,2/23/2020,9,3
US,United States,Indiana,2/24/2020,1,2
US,United States,Indiana,2/25/2020,2,2
US,United States,Indiana,2/26/2020,1,-1
US,United States,Indiana,2/27/2020,7,-1
US,United States,Indiana,2/28/2020,8,1
US,United States,Indiana,2/29/2020,18,2
US,United States,Indiana,3/1/2020,18,4
US,United States,Indiana,3/2/2020,9,2
US,United States,Indiana,3/3/2020,14,2
US,United States,Indiana,3/4/2020,14,2
US,United States,Indiana,3/5/2020,12,2
US,United States,Indiana,3/6/2020,5,1
US,United States,Indiana,3/7/2020,18,5
US,United States,Indiana,3/8/2020,15,3
US,United States,Indiana,3/9/2020,7,1
US,United States,Indiana,3/10/2020,6,0
US,United States,Indiana,3/11/2020,8,0
US,United States,Indiana,3/12/2020,7,-1
US,United States,Indiana,3/13/2020,5,-4
US,United States,Indiana,3/14/2020,-7,-1
US,United States,Indiana,3/15/2020,-7,-5
US,United States,Indiana,3/16/2020,-5,-14
US,United States,Indiana,3/17/2020,-21,-21
US,United States,Indiana,3/18/2020,-27,-25
US,United States,Indiana,3/19/2020,-28,-27
US,United States,Indiana,3/20/2020,-30,-30
US,United States,Indiana,3/21/2020,-39,-22
US,United States,Indiana,3/22/2020,-46,-29
US,United States,Indiana,3/23/2020,-30,-35
US,United States,Indiana,3/24/2020,-34,-39
US,United States,Indiana,3/25/2020,-45,-45
US,United States,Indiana,3/26/2020,-43,-46
US,United States,Indiana,3/27/2020,-45,-46
US,United States,Indiana,3/28/2020,-49,-35
US,United States,Indiana,3/29/2020,-48,-36
US,United States,Indiana,3/30/2020,-38,-45
US,United States,Indiana,3/31/2020,-41,-47
US,United States,Indiana,4/1/2020,-37,-48
US,United States,Indiana,4/2/2020,-36,-48
US,United States,Indiana,4/3/2020,-36,-48
US,United States,Indiana,4/4/2020,-45,-36
US,United States,Indiana,4/5/2020,-45,-37
US,United States,Indiana,4/6/2020,-36,-47
US,United States,Indiana,4/7/2020,-35,-48
US,United States,Indiana,4/8/2020,-35,-48
US,United States,Indiana,4/9/2020,-37,-49
US,United States,Indiana,4/10/2020,-39,-55
US,United States,Indiana,4/11/2020,-40,-36
US,United States,Indiana,4/12/2020,-62,-43
US,United States,Indiana,4/13/2020,-39,-47
US,United States,Indiana,4/14/2020,-37,-46
US,United States,Indiana,4/15/2020,-30,-47
US,United States,Indiana,4/16/2020,-31,-46
US,United States,Indiana,4/17/2020,-41,-47
US,United States,Indiana,4/18/2020,-35,-31
US,United States,Indiana,4/19/2020,-36,-34
US,United States,Indiana,4/20/2020,-25,-44
US,United States,Indiana,4/21/2020,-27,-45
US,United States,Indiana,4/22/2020,-28,-46
US,United States,Indiana,4/23/2020,-34,-46
US,United States,Indiana,4/24/2020,-32,-45
US,United States,Indiana,4/25/2020,-36,-32
US,United States,Indiana,4/26/2020,-33,-34
US,United States,Indiana,4/27/2020,-21,-43
US,United States,Indiana,4/28/2020,-22,-44
US,United States,Indiana,4/29/2020,-27,-44
US,United States,Indiana,4/30/2020,-27,-44
US,United States,Indiana,5/1/2020,-23,-43
US,United States,Indiana,5/2/2020,-24,-28
US,United States,Indiana,5/3/2020,-25,-30
US,United States,Indiana,5/4/2020,-15,-39
US,United States,Indiana,5/5/2020,-21,-40
US,United States,Indiana,5/6/2020,-17,-40
US,United States,Indiana,5/7/2020,-19,-40
US,United States,Indiana,5/8/2020,-25,-40
US,United States,Indiana,5/9/2020,-20,-24
US,United States,Indiana,5/10/2020,-25,-26
US,United States,Indiana,5/11/2020,-17,-36
US,United States,Indiana,5/12/2020,-14,-36
US,United States,Indiana,5/13/2020,-12,-36
US,United States,Indiana,5/14/2020,-17,-37
US,United States,Indiana,5/15/2020,-18,-37
US,United States,Indiana,5/16/2020,-14,-20
US,United States,Indiana,5/17/2020,-21,-23
US,United States,Indiana,5/18/2020,-10,-33
US,United States,Indiana,5/19/2020,-11,-34
US,United States,Indiana,5/20/2020,-9,-34
US,United States,Indiana,5/21/2020,-8,-35
US,United States,Indiana,5/22/2020,-10,-36
US,United States,Indiana,5/23/2020,-13,-20
US,United States,Indiana,5/24/2020,-7,-23
US,United States,Indiana,5/25/2020,-10,-73
US,United States,Iowa,2/15/2020,8,3
US,United States,Iowa,2/16/2020,10,2
US,United States,Iowa,2/17/2020,-2,-8
US,United States,Iowa,2/18/2020,-3,1
US,United States,Iowa,2/19/2020,-3,3
US,United States,Iowa,2/20/2020,-1,1
US,United States,Iowa,2/21/2020,9,3
US,United States,Iowa,2/22/2020,10,5
US,United States,Iowa,2/23/2020,14,5
US,United States,Iowa,2/24/2020,1,4
US,United States,Iowa,2/25/2020,-2,1
US,United States,Iowa,2/26/2020,7,4
US,United States,Iowa,2/27/2020,5,2
US,United States,Iowa,2/28/2020,11,5
US,United States,Iowa,2/29/2020,14,4
US,United States,Iowa,3/1/2020,20,5
US,United States,Iowa,3/2/2020,6,4
US,United States,Iowa,3/3/2020,8,2
US,United States,Iowa,3/4/2020,9,4
US,United States,Iowa,3/5/2020,3,3
US,United States,Iowa,3/6/2020,13,6
US,United States,Iowa,3/7/2020,13,6
US,United States,Iowa,3/8/2020,18,5
US,United States,Iowa,3/9/2020,-1,3
US,United States,Iowa,3/10/2020,5,1
US,United States,Iowa,3/11/2020,8,4
US,United States,Iowa,3/12/2020,5,0
US,United States,Iowa,3/13/2020,10,0
US,United States,Iowa,3/14/2020,-7,1
US,United States,Iowa,3/15/2020,0,-2
US,United States,Iowa,3/16/2020,-3,-15
US,United States,Iowa,3/17/2020,-21,-23
US,United States,Iowa,3/18/2020,-32,-26
US,United States,Iowa,3/19/2020,-37,-29
US,United States,Iowa,3/20/2020,-35,-29
US,United States,Iowa,3/21/2020,-44,-17
US,United States,Iowa,3/22/2020,-46,-25
US,United States,Iowa,3/23/2020,-39,-32
US,United States,Iowa,3/24/2020,-41,-36
US,United States,Iowa,3/25/2020,-39,-35
US,United States,Iowa,3/26/2020,-40,-37
US,United States,Iowa,3/27/2020,-40,-35
US,United States,Iowa,3/28/2020,-48,-23
US,United States,Iowa,3/29/2020,-43,-29
US,United States,Iowa,3/30/2020,-34,-37
US,United States,Iowa,3/31/2020,-37,-40
US,United States,Iowa,4/1/2020,-34,-39
US,United States,Iowa,4/2/2020,-39,-40
US,United States,Iowa,4/3/2020,-41,-39
US,United States,Iowa,4/4/2020,-45,-25
US,United States,Iowa,4/5/2020,-39,-29
US,United States,Iowa,4/6/2020,-39,-39
US,United States,Iowa,4/7/2020,-38,-42
US,United States,Iowa,4/8/2020,-39,-41
US,United States,Iowa,4/9/2020,-42,-43
US,United States,Iowa,4/10/2020,-36,-46
US,United States,Iowa,4/11/2020,-44,-28
US,United States,Iowa,4/12/2020,-67,-40
US,United States,Iowa,4/13/2020,-40,-40
US,United States,Iowa,4/14/2020,-41,-41
US,United States,Iowa,4/15/2020,-32,-39
US,United States,Iowa,4/16/2020,-37,-40
US,United States,Iowa,4/17/2020,-36,-39
US,United States,Iowa,4/18/2020,-38,-23
US,United States,Iowa,4/19/2020,-31,-27
US,United States,Iowa,4/20/2020,-31,-39
US,United States,Iowa,4/21/2020,-32,-41
US,United States,Iowa,4/22/2020,-31,-40
US,United States,Iowa,4/23/2020,-32,-41
US,United States,Iowa,4/24/2020,-32,-39
US,United States,Iowa,4/25/2020,-35,-22
US,United States,Iowa,4/26/2020,-26,-27
US,United States,Iowa,4/27/2020,-25,-39
US,United States,Iowa,4/28/2020,-29,-41
US,United States,Iowa,4/29/2020,-29,-40
US,United States,Iowa,4/30/2020,-25,-40
US,United States,Iowa,5/1/2020,-21,-38
US,United States,Iowa,5/2/2020,-28,-21
US,United States,Iowa,5/3/2020,-18,-23
US,United States,Iowa,5/4/2020,-23,-37
US,United States,Iowa,5/5/2020,-27,-39
US,United States,Iowa,5/6/2020,-24,-37
US,United States,Iowa,5/7/2020,-26,-38
US,United States,Iowa,5/8/2020,-21,-36
US,United States,Iowa,5/9/2020,-25,-18
US,United States,Iowa,5/10/2020,-21,-22
US,United States,Iowa,5/11/2020,-24,-35
US,United States,Iowa,5/12/2020,-25,-37
US,United States,Iowa,5/13/2020,-24,-35
US,United States,Iowa,5/14/2020,-25,-37
US,United States,Iowa,5/15/2020,-16,-34
US,United States,Iowa,5/16/2020,-22,-15
US,United States,Iowa,5/17/2020,-19,-18
US,United States,Iowa,5/18/2020,-15,-32
US,United States,Iowa,5/19/2020,-17,-35
US,United States,Iowa,5/20/2020,-14,-33
US,United States,Iowa,5/21/2020,-13,-34
US,United States,Iowa,5/22/2020,-11,-34
US,United States,Iowa,5/23/2020,-19,-16
US,United States,Iowa,5/24/2020,-8,-20
US,United States,Iowa,5/25/2020,-15,-75
US,United States,Kansas,2/15/2020,4,2
US,United States,Kansas,2/16/2020,15,1
US,United States,Kansas,2/17/2020,7,-15
US,United States,Kansas,2/18/2020,3,0
US,United States,Kansas,2/19/2020,4,4
US,United States,Kansas,2/20/2020,-2,-1
US,United States,Kansas,2/21/2020,9,7
US,United States,Kansas,2/22/2020,5,4
US,United States,Kansas,2/23/2020,13,2
US,United States,Kansas,2/24/2020,0,5
US,United States,Kansas,2/25/2020,2,1
US,United States,Kansas,2/26/2020,12,4
US,United States,Kansas,2/27/2020,8,2
US,United States,Kansas,2/28/2020,17,8
US,United States,Kansas,2/29/2020,11,5
US,United States,Kansas,3/1/2020,24,4
US,United States,Kansas,3/2/2020,8,6
US,United States,Kansas,3/3/2020,14,3
US,United States,Kansas,3/4/2020,13,5
US,United States,Kansas,3/5/2020,9,2
US,United States,Kansas,3/6/2020,15,7
US,United States,Kansas,3/7/2020,10,6
US,United States,Kansas,3/8/2020,19,2
US,United States,Kansas,3/9/2020,2,0
US,United States,Kansas,3/10/2020,9,-2
US,United States,Kansas,3/11/2020,15,-1
US,United States,Kansas,3/12/2020,10,-4
US,United States,Kansas,3/13/2020,8,-6
US,United States,Kansas,3/14/2020,-11,-1
US,United States,Kansas,3/15/2020,-6,-6
US,United States,Kansas,3/16/2020,-7,-18
US,United States,Kansas,3/17/2020,-13,-24
US,United States,Kansas,3/18/2020,-16,-26
US,United States,Kansas,3/19/2020,-23,-30
US,United States,Kansas,3/20/2020,-24,-27
US,United States,Kansas,3/21/2020,-38,-15
US,United States,Kansas,3/22/2020,-35,-24
US,United States,Kansas,3/23/2020,-28,-31
US,United States,Kansas,3/24/2020,-36,-38
US,United States,Kansas,3/25/2020,-34,-39
US,United States,Kansas,3/26/2020,-40,-42
