country_region_code,country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,workplaces_percent_change_from_baseline
US,United States,Kansas,3/27/2020,-37,-38
US,United States,Kansas,3/28/2020,-45,-25
US,United States,Kansas,3/29/2020,-36,-30
US,United States,Kansas,3/30/2020,-41,-42
US,United States,Kansas,3/31/2020,-35,-45
US,United States,Kansas,4/1/2020,-33,-44
US,United States,Kansas,4/2/2020,-41,-46
US,United States,Kansas,4/3/2020,-42,-43
US,United States,Kansas,4/4/2020,-50,-30
US,United States,Kansas,4/5/2020,-43,-34
US,United States,Kansas,4/6/2020,-40,-44
US,United States,Kansas,4/7/2020,-35,-46
US,United States,Kansas,4/8/2020,-33,-46
US,United States,Kansas,4/9/2020,-38,-47
US,United States,Kansas,4/10/2020,-33,-47
US,United States,Kansas,4/11/2020,-41,-31
US,United States,Kansas,4/12/2020,-61,-42
US,United States,Kansas,4/13/2020,-40,-44
US,United States,Kansas,4/14/2020,-37,-45
US,United States,Kansas,4/15/2020,-26,-44
US,United States,Kansas,4/16/2020,-36,-46
US,United States,Kansas,4/17/2020,-34,-41
US,United States,Kansas,4/18/2020,-39,-26
US,United States,Kansas,4/19/2020,-30,-31
US,United States,Kansas,4/20/2020,-30,-42
US,United States,Kansas,4/21/2020,-27,-44
US,United States,Kansas,4/22/2020,-33,-44
US,United States,Kansas,4/23/2020,-31,-44
US,United States,Kansas,4/24/2020,-34,-41
US,United States,Kansas,4/25/2020,-35,-25
US,United States,Kansas,4/26/2020,-25,-30
US,United States,Kansas,4/27/2020,-25,-40
US,United States,Kansas,4/28/2020,-26,-44
US,United States,Kansas,4/29/2020,-24,-42
US,United States,Kansas,4/30/2020,-24,-43
US,United States,Kansas,5/1/2020,-20,-39
US,United States,Kansas,5/2/2020,-30,-23
US,United States,Kansas,5/3/2020,-19,-26
US,United States,Kansas,5/4/2020,-26,-38
US,United States,Kansas,5/5/2020,-14,-39
US,United States,Kansas,5/6/2020,-18,-38
US,United States,Kansas,5/7/2020,-27,-40
US,United States,Kansas,5/8/2020,-17,-35
US,United States,Kansas,5/9/2020,-26,-19
US,United States,Kansas,5/10/2020,-12,-21
US,United States,Kansas,5/11/2020,-27,-36
US,United States,Kansas,5/12/2020,-22,-38
US,United States,Kansas,5/13/2020,-21,-37
US,United States,Kansas,5/14/2020,-20,-38
US,United States,Kansas,5/15/2020,-17,-33
US,United States,Kansas,5/16/2020,-25,-16
US,United States,Kansas,5/17/2020,-12,-18
US,United States,Kansas,5/18/2020,-12,-32
US,United States,Kansas,5/19/2020,-8,-35
US,United States,Kansas,5/20/2020,-6,-34
US,United States,Kansas,5/21/2020,-12,-36
US,United States,Kansas,5/22/2020,-8,-34
US,United States,Kansas,5/23/2020,-20,-14
US,United States,Kansas,5/24/2020,-7,-20
US,United States,Kansas,5/25/2020,-19,-73
US,United States,Kentucky,2/15/2020,8,1
US,United States,Kentucky,2/16/2020,3,0
US,United States,Kentucky,2/17/2020,3,-12
US,United States,Kentucky,2/18/2020,-3,2
US,United States,Kentucky,2/19/2020,2,2
US,United States,Kentucky,2/20/2020,0,1
US,United States,Kentucky,2/21/2020,2,2
US,United States,Kentucky,2/22/2020,9,5
US,United States,Kentucky,2/23/2020,4,2
US,United States,Kentucky,2/24/2020,-2,2
US,United States,Kentucky,2/25/2020,5,3
US,United States,Kentucky,2/26/2020,9,2
US,United States,Kentucky,2/27/2020,9,-1
US,United States,Kentucky,2/28/2020,10,2
US,United States,Kentucky,2/29/2020,17,3
US,United States,Kentucky,3/1/2020,18,3
US,United States,Kentucky,3/2/2020,8,2
US,United States,Kentucky,3/3/2020,16,3
US,United States,Kentucky,3/4/2020,13,2
US,United States,Kentucky,3/5/2020,12,2
US,United States,Kentucky,3/6/2020,5,1
US,United States,Kentucky,3/7/2020,15,4
US,United States,Kentucky,3/8/2020,13,1
US,United States,Kentucky,3/9/2020,8,1
US,United States,Kentucky,3/10/2020,6,0
US,United States,Kentucky,3/11/2020,9,0
US,United States,Kentucky,3/12/2020,2,-2
US,United States,Kentucky,3/13/2020,3,-4
US,United States,Kentucky,3/14/2020,-8,-2
US,United States,Kentucky,3/15/2020,-11,-8
US,United States,Kentucky,3/16/2020,-8,-14
US,United States,Kentucky,3/17/2020,-19,-19
US,United States,Kentucky,3/18/2020,-24,-23
US,United States,Kentucky,3/19/2020,-28,-26
US,United States,Kentucky,3/20/2020,-29,-29
US,United States,Kentucky,3/21/2020,-38,-22
US,United States,Kentucky,3/22/2020,-40,-29
US,United States,Kentucky,3/23/2020,-30,-34
US,United States,Kentucky,3/24/2020,-39,-38
US,United States,Kentucky,3/25/2020,-33,-40
US,United States,Kentucky,3/26/2020,-33,-41
US,United States,Kentucky,3/27/2020,-36,-42
US,United States,Kentucky,3/28/2020,-38,-29
US,United States,Kentucky,3/29/2020,-37,-34
US,United States,Kentucky,3/30/2020,-33,-43
US,United States,Kentucky,3/31/2020,-37,-45
US,United States,Kentucky,4/1/2020,-32,-46
US,United States,Kentucky,4/2/2020,-33,-46
US,United States,Kentucky,4/3/2020,-32,-46
US,United States,Kentucky,4/4/2020,-39,-32
US,United States,Kentucky,4/5/2020,-39,-36
US,United States,Kentucky,4/6/2020,-33,-46
US,United States,Kentucky,4/7/2020,-33,-47
US,United States,Kentucky,4/8/2020,-34,-48
US,United States,Kentucky,4/9/2020,-35,-48
US,United States,Kentucky,4/10/2020,-36,-52
US,United States,Kentucky,4/11/2020,-39,-33
US,United States,Kentucky,4/12/2020,-60,-43
US,United States,Kentucky,4/13/2020,-37,-46
US,United States,Kentucky,4/14/2020,-34,-45
US,United States,Kentucky,4/15/2020,-24,-45
US,United States,Kentucky,4/16/2020,-28,-45
US,United States,Kentucky,4/17/2020,-34,-45
US,United States,Kentucky,4/18/2020,-34,-29
US,United States,Kentucky,4/19/2020,-36,-33
US,United States,Kentucky,4/20/2020,-25,-43
US,United States,Kentucky,4/21/2020,-26,-44
US,United States,Kentucky,4/22/2020,-26,-45
US,United States,Kentucky,4/23/2020,-36,-46
US,United States,Kentucky,4/24/2020,-30,-44
US,United States,Kentucky,4/25/2020,-35,-30
US,United States,Kentucky,4/26/2020,-38,-35
US,United States,Kentucky,4/27/2020,-20,-42
US,United States,Kentucky,4/28/2020,-21,-43
US,United States,Kentucky,4/29/2020,-24,-44
US,United States,Kentucky,4/30/2020,-24,-44
US,United States,Kentucky,5/1/2020,-20,-42
US,United States,Kentucky,5/2/2020,-24,-26
US,United States,Kentucky,5/3/2020,-27,-30
US,United States,Kentucky,5/4/2020,-15,-40
US,United States,Kentucky,5/5/2020,-21,-42
US,United States,Kentucky,5/6/2020,-20,-41
US,United States,Kentucky,5/7/2020,-20,-41
US,United States,Kentucky,5/8/2020,-30,-42
US,United States,Kentucky,5/9/2020,-21,-23
US,United States,Kentucky,5/10/2020,-20,-25
US,United States,Kentucky,5/11/2020,-22,-38
US,United States,Kentucky,5/12/2020,-19,-38
US,United States,Kentucky,5/13/2020,-21,-40
US,United States,Kentucky,5/14/2020,-18,-39
US,United States,Kentucky,5/15/2020,-23,-39
US,United States,Kentucky,5/16/2020,-25,-22
US,United States,Kentucky,5/17/2020,-24,-24
US,United States,Kentucky,5/18/2020,-22,-36
US,United States,Kentucky,5/19/2020,-20,-37
US,United States,Kentucky,5/20/2020,-15,-37
US,United States,Kentucky,5/21/2020,-16,-37
US,United States,Kentucky,5/22/2020,-15,-37
US,United States,Kentucky,5/23/2020,-18,-19
US,United States,Kentucky,5/24/2020,-13,-23
US,United States,Kentucky,5/25/2020,-15,-69
US,United States,Louisiana,2/15/2020,8,2
US,United States,Louisiana,2/16/2020,5,-1
US,United States,Louisiana,2/17/2020,2,-3
US,United States,Louisiana,2/18/2020,3,1
US,United States,Louisiana,2/19/2020,4,1
US,United States,Louisiana,2/20/2020,0,-1
US,United States,Louisiana,2/21/2020,8,-1
US,United States,Louisiana,2/22/2020,9,0
US,United States,Louisiana,2/23/2020,17,1
US,United States,Louisiana,2/24/2020,16,-15
US,United States,Louisiana,2/25/2020,16,-37
US,United States,Louisiana,2/26/2020,19,-8
US,United States,Louisiana,2/27/2020,14,-3
US,United States,Louisiana,2/28/2020,11,-2
US,United States,Louisiana,2/29/2020,12,3
US,United States,Louisiana,3/1/2020,16,3
US,United States,Louisiana,3/2/2020,12,5
US,United States,Louisiana,3/3/2020,16,3
US,United States,Louisiana,3/4/2020,7,1
US,United States,Louisiana,3/5/2020,12,2
US,United States,Louisiana,3/6/2020,8,3
US,United States,Louisiana,3/7/2020,11,3
US,United States,Louisiana,3/8/2020,15,2
US,United States,Louisiana,3/9/2020,8,3
US,United States,Louisiana,3/10/2020,11,1
US,United States,Louisiana,3/11/2020,14,1
US,United States,Louisiana,3/12/2020,11,0
US,United States,Louisiana,3/13/2020,5,-1
US,United States,Louisiana,3/14/2020,-4,-1
US,United States,Louisiana,3/15/2020,-5,-4
US,United States,Louisiana,3/16/2020,-3,-11
US,United States,Louisiana,3/17/2020,-18,-20
US,United States,Louisiana,3/18/2020,-20,-24
US,United States,Louisiana,3/19/2020,-25,-26
US,United States,Louisiana,3/20/2020,-32,-29
US,United States,Louisiana,3/21/2020,-42,-24
US,United States,Louisiana,3/22/2020,-40,-28
US,United States,Louisiana,3/23/2020,-35,-34
US,United States,Louisiana,3/24/2020,-43,-42
US,United States,Louisiana,3/25/2020,-39,-43
US,United States,Louisiana,3/26/2020,-39,-43
US,United States,Louisiana,3/27/2020,-42,-43
US,United States,Louisiana,3/28/2020,-47,-33
US,United States,Louisiana,3/29/2020,-45,-35
US,United States,Louisiana,3/30/2020,-40,-42
US,United States,Louisiana,3/31/2020,-37,-45
US,United States,Louisiana,4/1/2020,-32,-45
US,United States,Louisiana,4/2/2020,-38,-45
US,United States,Louisiana,4/3/2020,-39,-45
US,United States,Louisiana,4/4/2020,-50,-36
US,United States,Louisiana,4/5/2020,-46,-37
US,United States,Louisiana,4/6/2020,-40,-43
US,United States,Louisiana,4/7/2020,-41,-45
US,United States,Louisiana,4/8/2020,-39,-46
US,United States,Louisiana,4/9/2020,-38,-46
US,United States,Louisiana,4/10/2020,-44,-58
US,United States,Louisiana,4/11/2020,-45,-36
US,United States,Louisiana,4/12/2020,-64,-44
US,United States,Louisiana,4/13/2020,-38,-43
US,United States,Louisiana,4/14/2020,-35,-43
US,United States,Louisiana,4/15/2020,-25,-43
US,United States,Louisiana,4/16/2020,-30,-43
US,United States,Louisiana,4/17/2020,-36,-43
US,United States,Louisiana,4/18/2020,-43,-31
US,United States,Louisiana,4/19/2020,-44,-35
US,United States,Louisiana,4/20/2020,-31,-40
US,United States,Louisiana,4/21/2020,-26,-41
US,United States,Louisiana,4/22/2020,-30,-42
US,United States,Louisiana,4/23/2020,-33,-43
US,United States,Louisiana,4/24/2020,-33,-41
US,United States,Louisiana,4/25/2020,-37,-29
US,United States,Louisiana,4/26/2020,-33,-32
US,United States,Louisiana,4/27/2020,-26,-38
US,United States,Louisiana,4/28/2020,-30,-41
US,United States,Louisiana,4/29/2020,-26,-43
US,United States,Louisiana,4/30/2020,-22,-39
US,United States,Louisiana,5/1/2020,-24,-39
US,United States,Louisiana,5/2/2020,-30,-26
US,United States,Louisiana,5/3/2020,-28,-28
US,United States,Louisiana,5/4/2020,-21,-35
US,United States,Louisiana,5/5/2020,-18,-37
US,United States,Louisiana,5/6/2020,-17,-37
US,United States,Louisiana,5/7/2020,-20,-37
US,United States,Louisiana,5/8/2020,-32,-38
US,United States,Louisiana,5/9/2020,-26,-25
US,United States,Louisiana,5/10/2020,-26,-24
US,United States,Louisiana,5/11/2020,-22,-34
US,United States,Louisiana,5/12/2020,-19,-35
US,United States,Louisiana,5/13/2020,-18,-35
US,United States,Louisiana,5/14/2020,-26,-36
US,United States,Louisiana,5/15/2020,-24,-36
US,United States,Louisiana,5/16/2020,-28,-22
US,United States,Louisiana,5/17/2020,-25,-23
US,United States,Louisiana,5/18/2020,-13,-28
US,United States,Louisiana,5/19/2020,-11,-30
US,United States,Louisiana,5/20/2020,-12,-31
US,United States,Louisiana,5/21/2020,-12,-31
US,United States,Louisiana,5/22/2020,-18,-32
US,United States,Louisiana,5/23/2020,-25,-20
US,United States,Louisiana,5/24/2020,-19,-21
US,United States,Louisiana,5/25/2020,-26,-60
US,United States,Maine,2/15/2020,4,-3
US,United States,Maine,2/16/2020,14,3
US,United States,Maine,2/17/2020,15,-33
US,United States,Maine,2/18/2020,-9,-13
US,United States,Maine,2/19/2020,6,-12
US,United States,Maine,2/20/2020,8,-9
US,United States,Maine,2/21/2020,3,-11
US,United States,Maine,2/22/2020,6,-1
US,United States,Maine,2/23/2020,14,6
US,United States,Maine,2/24/2020,6,3
US,United States,Maine,2/25/2020,4,3
US,United States,Maine,2/26/2020,12,2
US,United States,Maine,2/27/2020,-10,-5
US,United States,Maine,2/28/2020,8,2
US,United States,Maine,2/29/2020,10,1
US,United States,Maine,3/1/2020,19,6
US,United States,Maine,3/2/2020,7,3
US,United States,Maine,3/3/2020,20,2
US,United States,Maine,3/4/2020,8,1
US,United States,Maine,3/5/2020,9,4
US,United States,Maine,3/6/2020,5,2
US,United States,Maine,3/7/2020,9,1
US,United States,Maine,3/8/2020,18,7
US,United States,Maine,3/9/2020,8,2
US,United States,Maine,3/10/2020,5,2
US,United States,Maine,3/11/2020,10,1
US,United States,Maine,3/12/2020,9,3
US,United States,Maine,3/13/2020,-4,-3
US,United States,Maine,3/14/2020,-1,-1
US,United States,Maine,3/15/2020,0,2
US,United States,Maine,3/16/2020,-7,-14
US,United States,Maine,3/17/2020,-24,-23
US,United States,Maine,3/18/2020,-25,-28
US,United States,Maine,3/19/2020,-35,-31
US,United States,Maine,3/20/2020,-38,-34
US,United States,Maine,3/21/2020,-41,-24
US,United States,Maine,3/22/2020,-38,-24
US,United States,Maine,3/23/2020,-37,-36
US,United States,Maine,3/24/2020,-43,-42
US,United States,Maine,3/25/2020,-40,-41
US,United States,Maine,3/26/2020,-40,-41
US,United States,Maine,3/27/2020,-44,-42
US,United States,Maine,3/28/2020,-46,-31
US,United States,Maine,3/29/2020,-50,-31
US,United States,Maine,3/30/2020,-46,-44
US,United States,Maine,3/31/2020,-38,-44
US,United States,Maine,4/1/2020,-33,-44
US,United States,Maine,4/2/2020,-56,-47
US,United States,Maine,4/3/2020,-53,-47
US,United States,Maine,4/4/2020,-54,-34
US,United States,Maine,4/5/2020,-50,-34
US,United States,Maine,4/6/2020,-42,-45
US,United States,Maine,4/7/2020,-43,-47
US,United States,Maine,4/8/2020,-41,-47
US,United States,Maine,4/9/2020,-51,-48
US,United States,Maine,4/10/2020,-47,-56
US,United States,Maine,4/11/2020,-43,-33
US,United States,Maine,4/12/2020,-73,-43
US,United States,Maine,4/13/2020,-45,-47
US,United States,Maine,4/14/2020,-36,-45
US,United States,Maine,4/15/2020,-33,-45
US,United States,Maine,4/16/2020,-37,-44
US,United States,Maine,4/17/2020,-40,-45
US,United States,Maine,4/18/2020,-46,-32
US,United States,Maine,4/19/2020,-31,-27
US,United States,Maine,4/20/2020,-31,-48
US,United States,Maine,4/21/2020,-37,-45
US,United States,Maine,4/22/2020,-39,-45
US,United States,Maine,4/23/2020,-35,-44
US,United States,Maine,4/24/2020,-39,-45
US,United States,Maine,4/25/2020,-37,-29
US,United States,Maine,4/26/2020,-35,-27
US,United States,Maine,4/27/2020,-40,-44
US,United States,Maine,4/28/2020,-33,-43
US,United States,Maine,4/29/2020,-27,-43
US,United States,Maine,4/30/2020,-33,-42
US,United States,Maine,5/1/2020,-38,-43
US,United States,Maine,5/2/2020,-31,-25
US,United States,Maine,5/3/2020,-23,-22
US,United States,Maine,5/4/2020,-23,-39
US,United States,Maine,5/5/2020,-25,-40
US,United States,Maine,5/6/2020,-25,-40
US,United States,Maine,5/7/2020,-26,-39
US,United States,Maine,5/8/2020,-29,-40
US,United States,Maine,5/9/2020,-42,-28
US,United States,Maine,5/10/2020,-18,-19
US,United States,Maine,5/11/2020,-25,-37
US,United States,Maine,5/12/2020,-24,-38
US,United States,Maine,5/13/2020,-22,-38
US,United States,Maine,5/14/2020,-22,-37
US,United States,Maine,5/15/2020,-30,-39
US,United States,Maine,5/16/2020,-29,-22
US,United States,Maine,5/17/2020,-16,-16
US,United States,Maine,5/18/2020,-16,-35
US,United States,Maine,5/19/2020,-15,-36
US,United States,Maine,5/20/2020,-15,-36
US,United States,Maine,5/21/2020,-13,-36
US,United States,Maine,5/22/2020,-18,-39
US,United States,Maine,5/23/2020,-23,-21
US,United States,Maine,5/24/2020,-10,-16
US,United States,Maine,5/25/2020,-23,-70
US,United States,Maryland,2/15/2020,2,0
US,United States,Maryland,2/16/2020,5,0
US,United States,Maryland,2/17/2020,8,-33
US,United States,Maryland,2/18/2020,2,2
US,United States,Maryland,2/19/2020,2,2
US,United States,Maryland,2/20/2020,1,2
US,United States,Maryland,2/21/2020,-1,3
US,United States,Maryland,2/22/2020,5,4
US,United States,Maryland,2/23/2020,6,3
US,United States,Maryland,2/24/2020,1,4
US,United States,Maryland,2/25/2020,1,3
US,United States,Maryland,2/26/2020,3,2
US,United States,Maryland,2/27/2020,3,2
US,United States,Maryland,2/28/2020,2,3
US,United States,Maryland,2/29/2020,5,4
US,United States,Maryland,3/1/2020,8,3
US,United States,Maryland,3/2/2020,4,4
US,United States,Maryland,3/3/2020,7,4
US,United States,Maryland,3/4/2020,7,3
US,United States,Maryland,3/5/2020,6,3
US,United States,Maryland,3/6/2020,1,2
US,United States,Maryland,3/7/2020,6,4
US,United States,Maryland,3/8/2020,7,2
US,United States,Maryland,3/9/2020,6,3
US,United States,Maryland,3/10/2020,5,2
US,United States,Maryland,3/11/2020,4,1
US,United States,Maryland,3/12/2020,8,-1
US,United States,Maryland,3/13/2020,1,-4
US,United States,Maryland,3/14/2020,-7,-2
US,United States,Maryland,3/15/2020,-13,-11
US,United States,Maryland,3/16/2020,-7,-24
US,United States,Maryland,3/17/2020,-20,-32
US,United States,Maryland,3/18/2020,-23,-37
US,United States,Maryland,3/19/2020,-24,-39
US,United States,Maryland,3/20/2020,-27,-39
US,United States,Maryland,3/21/2020,-36,-25
US,United States,Maryland,3/22/2020,-40,-33
US,United States,Maryland,3/23/2020,-35,-46
US,United States,Maryland,3/24/2020,-38,-49
US,United States,Maryland,3/25/2020,-44,-52
US,United States,Maryland,3/26/2020,-36,-51
US,United States,Maryland,3/27/2020,-39,-49
US,United States,Maryland,3/28/2020,-48,-36
US,United States,Maryland,3/29/2020,-45,-39
US,United States,Maryland,3/30/2020,-26,-50
US,United States,Maryland,3/31/2020,-48,-55
US,United States,Maryland,4/1/2020,-43,-56
US,United States,Maryland,4/2/2020,-42,-56
US,United States,Maryland,4/3/2020,-41,-54
US,United States,Maryland,4/4/2020,-47,-39
US,United States,Maryland,4/5/2020,-47,-42
US,United States,Maryland,4/6/2020,-40,-55
US,United States,Maryland,4/7/2020,-41,-56
US,United States,Maryland,4/8/2020,-40,-57
US,United States,Maryland,4/9/2020,-42,-58
US,United States,Maryland,4/10/2020,-43,-59
US,United States,Maryland,4/11/2020,-43,-39
US,United States,Maryland,4/12/2020,-60,-46
US,United States,Maryland,4/13/2020,-49,-58
US,United States,Maryland,4/14/2020,-39,-55
US,United States,Maryland,4/15/2020,-37,-55
US,United States,Maryland,4/16/2020,-38,-56
US,United States,Maryland,4/17/2020,-40,-54
US,United States,Maryland,4/18/2020,-45,-37
US,United States,Maryland,4/19/2020,-45,-40
US,United States,Maryland,4/20/2020,-39,-54
US,United States,Maryland,4/21/2020,-39,-55
US,United States,Maryland,4/22/2020,-36,-55
US,United States,Maryland,4/23/2020,-40,-55
US,United States,Maryland,4/24/2020,-42,-55
US,United States,Maryland,4/25/2020,-41,-35
US,United States,Maryland,4/26/2020,-49,-42
US,United States,Maryland,4/27/2020,-38,-53
US,United States,Maryland,4/28/2020,-36,-54
US,United States,Maryland,4/29/2020,-33,-54
US,United States,Maryland,4/30/2020,-44,-57
US,United States,Maryland,5/1/2020,-34,-52
US,United States,Maryland,5/2/2020,-34,-32
US,United States,Maryland,5/3/2020,-40,-36
US,United States,Maryland,5/4/2020,-30,-51
US,United States,Maryland,5/5/2020,-30,-52
US,United States,Maryland,5/6/2020,-38,-54
US,United States,Maryland,5/7/2020,-30,-53
US,United States,Maryland,5/8/2020,-37,-51
US,United States,Maryland,5/9/2020,-35,-31
US,United States,Maryland,5/10/2020,-30,-32
US,United States,Maryland,5/11/2020,-36,-51
US,United States,Maryland,5/12/2020,-31,-51
US,United States,Maryland,5/13/2020,-30,-51
US,United States,Maryland,5/14/2020,-31,-52
US,United States,Maryland,5/15/2020,-30,-50
US,United States,Maryland,5/16/2020,-32,-28
US,United States,Maryland,5/17/2020,-35,-30
US,United States,Maryland,5/18/2020,-31,-49
US,United States,Maryland,5/19/2020,-26,-49
US,United States,Maryland,5/20/2020,-27,-50
US,United States,Maryland,5/21/2020,-26,-50
US,United States,Maryland,5/22/2020,-33,-50
US,United States,Maryland,5/23/2020,-29,-24
US,United States,Maryland,5/24/2020,-32,-28
US,United States,Maryland,5/25/2020,-31,-75
US,United States,Massachusetts,2/15/2020,2,-2
US,United States,Massachusetts,2/16/2020,6,0
US,United States,Massachusetts,2/17/2020,11,-42
US,United States,Massachusetts,2/18/2020,-4,-10
US,United States,Massachusetts,2/19/2020,3,-10
US,United States,Massachusetts,2/20/2020,3,-8
US,United States,Massachusetts,2/21/2020,0,-9
US,United States,Massachusetts,2/22/2020,5,1
